레시피일련번호,요리명,요리인분명_no,요리인분명,요리내용,재료명,중량,단위,재료분류
901038,묵은지고등어조림,4,4인분,[재료] 고등어(小) 2마리| 묵은지 1/2포기| 나박썬 무 1줌| 양파 1/2개| 청양고추 1개| 다시마물 2컵 [양념] 꽃소금 0.5큰술| 다진마늘 0.5큰술| 다진생강 0.5큰술 [양념장] 고춧가루 2큰술| 진간장 2큰술| 설탕 0.5큰술| 김칫국물 5큰술| 다진마늘 0.3큰술| 소금 약간| 후춧가루 약간,김칫국물 ,5,큰술,양념장
901038,묵은지고등어조림,4,4인분,[재료] 고등어(小) 2마리| 묵은지 1/2포기| 나박썬 무 1줌| 양파 1/2개| 청양고추 1개| 다시마물 2컵 [양념] 꽃소금 0.5큰술| 다진마늘 0.5큰술| 다진생강 0.5큰술 [양념장] 고춧가루 2큰술| 진간장 2큰술| 설탕 0.5큰술| 김칫국물 5큰술| 다진마늘 0.3큰술| 소금 약간| 후춧가루 약간,다진마늘 ,0.,3큰술,양념장
901038,묵은지고등어조림,4,4인분,[재료] 고등어(小) 2마리| 묵은지 1/2포기| 나박썬 무 1줌| 양파 1/2개| 청양고추 1개| 다시마물 2컵 [양념] 꽃소금 0.5큰술| 다진마늘 0.5큰술| 다진생강 0.5큰술 [양념장] 고춧가루 2큰술| 진간장 2큰술| 설탕 0.5큰술| 김칫국물 5큰술| 다진마늘 0.3큰술| 소금 약간| 후춧가루 약간,소금 ,약간,-,양념장
901038,묵은지고등어조림,4,4인분,[재료] 고등어(小) 2마리| 묵은지 1/2포기| 나박썬 무 1줌| 양파 1/2개| 청양고추 1개| 다시마물 2컵 [양념] 꽃소금 0.5큰술| 다진마늘 0.5큰술| 다진생강 0.5큰술 [양념장] 고춧가루 2큰술| 진간장 2큰술| 설탕 0.5큰술| 김칫국물 5큰술| 다진마늘 0.3큰술| 소금 약간| 후춧가루 약간,후춧가루 ,약간,-,양념장
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,밥,-,-,재료
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,김,-,-,재료
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,계란,-,-,재료
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,잔파,-,-,재료
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,양송이버섯,-,-,재료
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,소금 ,약간,-,양념
901443,계란죽,3,3인분,[재료] 밥| 김| 계란| 잔파| 양송이버섯 [양념] 소금 약간| 참기름 약간,참기름 ,약간,-,양념
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,소고기 다짐육 ,1,줌,재료
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,빨강·노랑·주황 파프리카 ,약간씩,-,재료
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,애호박 ,약간,-,재료
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,양파 ,약간,-,재료
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,계란 ,3,개,재료
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,밥 ,1.,5공기,재료
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,소금 ,약간,-,양념
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,깨소금 ,약간,-,양념
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,후춧가루 ,약간,-,양념
901487,볶음밥,2,2인분,[재료] 소고기 다짐육 1줌| 빨강·노랑·주황 파프리카 약간씩| 애호박 약간| 양파 약간| 계란 3개| 밥 1.5공기 [양념] 소금 약간| 깨소금 약간| 후춧가루 약간| 토마토케첩 약간,토마토케첩 ,약간,-,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,칼국수 ,1,줌,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,찬 밥 ,2,그릇,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,멸치다시국물 ,1.,5리터,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,다시멸치 ,1/2줌,-,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,어묵 ,1,장,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,배추속대 ,1/2줌,-,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,당근 ,약간,-,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,양파 ,약간,-,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,표고버섯 ,약간,-,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,애호박 ,1/4개,-,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,풋고추 ,1,개,재료
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,고추장 ,1,큰술,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,고춧가루 ,3,큰술,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,식용유 ,2,큰술,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,소금 ,1,큰술,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,국간장 ,2,큰술,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,후춧가루 ,약간,-,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,다진 마늘 ,0.,5큰술,양념
901538,어묵짬뽕국밥,3,3인분,[재료] 칼국수 1줌| 찬 밥 2그릇| 멸치다시국물 1.5리터| 다시멸치 1/2줌| 어묵 1장| 배추속대 1/2줌| 당근 약간| 양파 약간| 표고버섯 약간| 애호박 1/4개| 풋고추 1개 [양념] 고추장 1큰술| 고춧가루 3큰술| 식용유 2큰술| 소금 1큰술| 국간장 2큰술| 후춧가루 약간| 다진 마늘 0.5큰술| 대파 1대,대파 ,1,대,양념
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,쌀국수 ,100,그램,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,오징어 몸통 ,1/2마리,-,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,칵테일 새우 ,7~10마리,-,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,숙주 ,1,줌,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,양파 ,1/3개,-,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,홍피망 ,1/2개,-,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,청피망 ,1/2개,-,재료
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,기꼬망 굴소스 ,2,큰술,양념
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,기꼬망 타이 스타일 칠리소스 ,2,큰술,양념
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,피쉬소스 ,1,큰술,양념
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,고추기름 ,2,큰술,양념
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,소금 ,약간,-,양념
901694,팟타이,2,2인분,[재료] 쌀국수 100그램| 오징어 몸통 1/2마리| 칵테일 새우 7~10마리| 숙주 1줌| 양파 1/3개| 홍피망 1/2개| 청피망 1/2개 [양념] 기꼬망 굴소스 2큰술| 기꼬망 타이 스타일 칠리소스 2큰술| 피쉬소스 1큰술| 고추기름 2큰술| 소금 약간| 후추 약간,후추 ,약간,-,양념
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,으깬 단호박 ,200,그램,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,박력분 ,300,그램,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,버터 ,200,그램,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,계란 ,2,개,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,우유 ,60,ml,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,설탕 ,150,그램,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,넛맥 ,1/3ts,-,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,시나몬가루 ,1/3ts,-,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,베이킹소다 ,1/2ts,-,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,베이킹파우더 ,1,ts,재료
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,으깬 단호박 ,300,그램,단호박 프로스팅
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,두부 ,100,그램,단호박 프로스팅
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,메이플시럽 ,40,그램,단호박 프로스팅
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,생크림 ,120,ml,단호박 프로스팅
903543,단호박컵케이크,6,6인분이상,[재료] 으깬 단호박 200그램| 박력분 300그램| 버터 200그램| 계란 2개| 우유 60ml| 설탕 150그램| 넛맥 1/3ts| 시나몬가루 1/3ts| 베이킹소다 1/2ts| 베이킹파우더 1ts [단호박 프로스팅] 으깬 단호박 300그램| 두부 100그램| 메이플시럽 40그램| 생크림 120ml| 시나몬가루 1/3ts,시나몬가루 ,1/3ts,-,단호박 프로스팅
903588,고구마카레라이스,4,4인분,[재료] 닭가슴살 200g| 고구마(중간크기) 2개| 양파 1개| 당근 1개| 마늘 3알(다지기)| 물 800ml [양념] 카레(순한맛) 1봉지| 소금 [닭가슴살 밑간] 청주 1TS| 후춧가루 조금,닭가슴살 ,200,g,재료
903588,고구마카레라이스,4,4인분,[재료] 닭가슴살 200g| 고구마(중간크기) 2개| 양파 1개| 당근 1개| 마늘 3알(다지기)| 물 800ml [양념] 카레(순한맛) 1봉지| 소금 [닭가슴살 밑간] 청주 1TS| 후춧가루 조금,고구마(중간크기) ,2,개,재료
903588,고구마카레라이스,4,4인분,[재료] 닭가슴살 200g| 고구마(중간크기) 2개| 양파 1개| 당근 1개| 마늘 3알(다지기)| 물 800ml [양념] 카레(순한맛) 1봉지| 소금 [닭가슴살 밑간] 청주 1TS| 후춧가루 조금,양파 ,1,개,재료
903588,고구마카레라이스,4,4인분,[재료] 닭가슴살 200g| 고구마(중간크기) 2개| 양파 1개| 당근 1개| 마늘 3알(다지기)| 물 800ml [양념] 카레(순한맛) 1봉지| 소금 [닭가슴살 밑간] 청주 1TS| 후춧가루 조금,당근 ,1,개,재료
